sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-1.5018554972339464,0.8096817508775679,-1.3332550696276038,-1.1770549057728248,0
0.6719040513798946,-0.6040984938188105,1.0506049948665512,1.1911830966898274,2
-0.17344688419215454,-0.13283841225335066,0.2559849733684998,0.007064095458501152,1
-0.8980334003967686,1.7522019140084866,-1.049462204806871,-1.045486127858233,0
-1.260326658499075,0.10279162852937923,-1.2197379236993104,-1.3086236836874166,0
-0.4149757229270259,-1.546618656949729,0.028950681511913406,-0.12450468245609045,1
0.6719040513798946,-0.8397285346015393,0.8803292759741116,0.9280455408606435,2
0.5511396320124584,0.574051710094838,1.2776392867231376,1.7174582083481942,2
2.241841503156557,-0.6040984938188105,1.6749492974721636,1.0596143187752354,2
1.638019406319379,-0.13283841225335066,1.1641221407948443,0.5333392071168684,2
-0.17344688419215454,2.3412770159653107,-1.276496496663457,-1.045486127858233,0
0.5511396320124584,-0.36846845303608056,1.0506049948665512,0.796476762946052,2
1.034197309482201,0.574051710094838,1.1073635678306981,1.7174582083481942,2
0.5511396320124584,-0.6040984938188105,0.7668121300458184,0.4017704292022765,2
-0.4149757229270259,2.3412770159653107,-1.3332550696276038,-1.3086236836874166,0
0.9134328901147649,-0.36846845303608056,0.4830192652250857,0.13863287337309305,1
-0.4149757229270259,-1.3109886161669992,0.1424678274402066,0.13863287337309305,1
-0.7772689810293324,2.3412770159653107,-1.276496496663457,-1.440192461602008,0
0.30961079327758706,-0.6040984938188105,0.1424678274402066,0.13863287337309305,1
-1.139562239131639,-0.13283841225335066,-1.3332550696276038,-1.3086236836874166,0
-0.29421130355959074,-0.8397285346015393,0.2559849733684998,0.13863287337309305,1
-0.8980334003967686,1.0453117916602979,-1.3332550696276038,-1.1770549057728248,0
1.638019406319379,1.2809418324430277,1.3343978596872839,1.7174582083481942,2
-0.4149757229270259,-1.782248697732459,0.1424678274402066,0.13863287337309305,1
-1.139562239131639,0.10279162852937923,-1.276496496663457,-1.3086236836874166,0
1.1549617288496363,-0.6040984938188105,0.5965364111533789,0.27020165128768464,1
0.30961079327758706,-0.6040984938188105,0.5397778381892325,0.007064095458501152,1
-0.0526824648247194,-0.8397285346015393,0.7668121300458184,0.9280455408606435,2
0.0680819545427168,0.33842166931210915,0.5965364111533789,0.796476762946052,1
-0.6565045616618972,1.5165718732257576,-1.276496496663457,-1.3086236836874166,0
1.034197309482201,0.10279162852937923,0.369502119296793,0.27020165128768464,1
1.034197309482201,-0.13283841225335066,0.8235707030099653,1.4543206525190104,2
1.638019406319379,0.33842166931210915,1.2776392867231376,0.796476762946052,2
-0.8980334003967686,0.574051710094838,-1.1629793507351638,-0.9139173499436413,0
0.0680819545427168,-0.13283841225335066,0.7668121300458184,0.796476762946052,2
-0.29421130355959074,-0.6040984938188105,0.6532949841175257,1.0596143187752354,2
-1.0187978197642038,1.2809418324430277,-1.3332550696276038,-1.3086236836874166,0
-0.4149757229270259,-1.0753585753842692,0.369502119296793,0.007064095458501152,1
-1.139562239131639,0.10279162852937923,-1.276496496663457,-1.440192461602008,0
0.43037521264502326,-0.36846845303608056,0.31274354633264617,0.13863287337309305,1
-1.139562239131639,1.2809418324430277,-1.3332550696276038,-1.440192461602008,0
-1.260326658499075,0.8096817508775679,-1.049462204806871,-1.3086236836874166,0
0.43037521264502326,-0.6040984938188105,0.5965364111533789,0.796476762946052,2
-0.8980334003967686,0.8096817508775679,-1.276496496663457,-1.3086236836874166,0
-0.4149757229270259,1.0453117916602979,-1.3900136425917502,-1.3086236836874166,0
-1.8641487553362528,-0.13283841225335066,-1.5035307885200433,-1.440192461602008,0
-1.260326658499075,-0.13283841225335066,-1.3332550696276038,-1.440192461602008,0
1.3964905675845076,0.33842166931210915,0.5397778381892325,0.27020165128768464,1
-0.0526824648247194,-0.6040984938188105,0.7668121300458184,1.5858894304336024,2
2.483370341891428,1.7522019140084866,1.504673578579724,1.0596143187752354,2
-1.0187978197642038,-0.13283841225335066,-1.2197379236993104,-1.3086236836874166,0
-0.17344688419215454,-0.6040984938188105,0.19922640040435294,0.13863287337309305,1
0.9134328901147649,-0.13283841225335066,0.369502119296793,0.27020165128768464,1
-0.8980334003967686,1.7522019140084866,-1.276496496663457,-1.1770549057728248,0
0.6719040513798946,0.33842166931210915,0.8803292759741116,1.4543206525190104,2
-1.3810910778665102,0.33842166931210915,-1.2197379236993104,-1.3086236836874166,0
0.18884637391015194,-2.0178787385151877,0.7100535570816721,0.4017704292022765,2
0.18884637391015194,0.8096817508775679,0.4262606922609393,0.5333392071168684,1
